title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,links_0_rel,links_0_type,links_0_href,links_1_type,links_1_length,links_1_href,links_1_rel,link,id,guidislink,published,published_parsed,authors_0_name,author,author_detail_name,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime
State lost 90sqkm of tree cover in 10 years: Centre,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,State lost 90sqkm of tree cover in 10 years: Centre,"<a href=""https://timesofindia.indiatimes.com/city/goa/state-lost-90sqkm-of-tree-cover-in-10-years-centre/articleshow/113918066.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113918066.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/state-lost-90sqkm-of-tree-cover-in-10-years-centre/articleshow/113918066.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113918066.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/state-lost-90sqkm-of-tree-cover-in-10-years-centre/articleshow/113918066.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113918056,imgsize-126242.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/state-lost-90sqkm-of-tree-cover-in-10-years-centre/articleshow/113918066.cms,https://timesofindia.indiatimes.com/city/goa/state-lost-90sqkm-of-tree-cover-in-10-years-centre/articleshow/113918066.cms,False,2024-10-04T00:29:09+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=59, tm_sec=9, tm_wday=3, tm_yday=277, tm_isdst=0)",Paul Fernandes and Nida Sayed,Paul Fernandes and Nida Sayed,Paul Fernandes and Nida Sayed,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
Panaji becoming unsafe around casino operating areas: Citizens,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Panaji becoming unsafe around casino operating areas: Citizens,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/goa/panaji-becoming-unsafe-around-casino-operating-areas-citizens/articleshow/113918030.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113918030,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/panaji-becoming-unsafe-around-casino-operating-areas-citizens/articleshow/113918030.cms,https://timesofindia.indiatimes.com/city/goa/panaji-becoming-unsafe-around-casino-operating-areas-citizens/articleshow/113918030.cms,False,2024-10-04T00:28:03+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=58, tm_sec=3, tm_wday=3, tm_yday=277, tm_isdst=0)",Times News Network,Times News Network,Times News Network,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
Increase involvement of women police in critical cases: Sawant,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Increase involvement of women police in critical cases: Sawant,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/goa/increase-involvement-of-women-police-in-critical-cases-sawant/articleshow/113918017.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113918017,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/increase-involvement-of-women-police-in-critical-cases-sawant/articleshow/113918017.cms,https://timesofindia.indiatimes.com/city/goa/increase-involvement-of-women-police-in-critical-cases-sawant/articleshow/113918017.cms,False,2024-10-04T00:25:26+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=55, tm_sec=26, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"Organised theft ring busted, 2 arrested",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"Organised theft ring busted, 2 arrested","<a href=""https://timesofindia.indiatimes.com/city/goa/organised-theft-ring-busted-2-arrested/articleshow/113917983.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917983.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Goa police have arrested two suspects linked to recent house thefts in North Goa after an extensive investigation. The organized gang used a rented vehicle to execute burglaries and sold stolen goods through various receivers. A verification drive targeting tenants and domestic helpers aims to prevent further incidents.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/organised-theft-ring-busted-2-arrested/articleshow/113917983.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917983.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Goa police have arrested two suspects linked to recent house thefts in North Goa after an extensive investigation. The organized gang used a rented vehicle to execute burglaries and sold stolen goods through various receivers. A verification drive targeting tenants and domestic helpers aims to prevent further incidents.",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/organised-theft-ring-busted-2-arrested/articleshow/113917983.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113926960,imgsize-344237.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/organised-theft-ring-busted-2-arrested/articleshow/113917983.cms,https://timesofindia.indiatimes.com/city/goa/organised-theft-ring-busted-2-arrested/articleshow/113917983.cms,False,2024-10-04T00:24:12+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=54, tm_sec=12, tm_wday=3, tm_yday=277, tm_isdst=0)",Times News Network,Times News Network,Times News Network,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"Man held guilty in Margao double murder, bid to kill case",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"Man held guilty in Margao double murder, bid to kill case",,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/goa/man-held-guilty-in-margao-double-murder-bid-to-kill-case/articleshow/113917973.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917973,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/man-held-guilty-in-margao-double-murder-bid-to-kill-case/articleshow/113917973.cms,https://timesofindia.indiatimes.com/city/goa/man-held-guilty-in-margao-double-murder-bid-to-kill-case/articleshow/113917973.cms,False,2024-10-04T00:22:02+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=52, tm_sec=2, tm_wday=3, tm_yday=277, tm_isdst=0)",Times News Network,Times News Network,Times News Network,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
ISL: Manolo warns Goa of dangerous NorthEast,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,ISL: Manolo warns Goa of dangerous NorthEast,"<a href=""https://timesofindia.indiatimes.com/city/goa/isl-manolo-warns-goa-of-dangerous-northeast/articleshow/113917956.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917956.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/isl-manolo-warns-goa-of-dangerous-northeast/articleshow/113917956.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917956.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/isl-manolo-warns-goa-of-dangerous-northeast/articleshow/113917956.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917948,imgsize-734894.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/isl-manolo-warns-goa-of-dangerous-northeast/articleshow/113917956.cms,https://timesofindia.indiatimes.com/city/goa/isl-manolo-warns-goa-of-dangerous-northeast/articleshow/113917956.cms,False,2024-10-04T00:21:36+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=51, tm_sec=36, tm_wday=3, tm_yday=277, tm_isdst=0)",Marcus Mergulhao,Marcus Mergulhao,Marcus Mergulhao,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"Referee made obvious error, wrongly dismissed Asheer: AIFF",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"Referee made obvious error, wrongly dismissed Asheer: AIFF","<a href=""https://timesofindia.indiatimes.com/city/goa/referee-made-obvious-error-wrongly-dismissed-asheer-aiff/articleshow/113917924.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917924.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/referee-made-obvious-error-wrongly-dismissed-asheer-aiff/articleshow/113917924.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917924.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/referee-made-obvious-error-wrongly-dismissed-asheer-aiff/articleshow/113917924.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917912,imgsize-77980.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/referee-made-obvious-error-wrongly-dismissed-asheer-aiff/articleshow/113917924.cms,https://timesofindia.indiatimes.com/city/goa/referee-made-obvious-error-wrongly-dismissed-asheer-aiff/articleshow/113917924.cms,False,2024-10-04T00:18:54+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=48, tm_sec=54, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"Goalkeepers get better with age, can deal with pressure: Kattimani",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"Goalkeepers get better with age, can deal with pressure: Kattimani","<a href=""https://timesofindia.indiatimes.com/city/goa/goalkeepers-get-better-with-age-can-deal-with-pressure-kattimani/articleshow/113917906.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917906.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/goalkeepers-get-better-with-age-can-deal-with-pressure-kattimani/articleshow/113917906.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917906.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/goalkeepers-get-better-with-age-can-deal-with-pressure-kattimani/articleshow/113917906.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917886,imgsize-524796.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/goalkeepers-get-better-with-age-can-deal-with-pressure-kattimani/articleshow/113917906.cms,https://timesofindia.indiatimes.com/city/goa/goalkeepers-get-better-with-age-can-deal-with-pressure-kattimani/articleshow/113917906.cms,False,2024-10-04T00:16:49+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=46, tm_sec=49, tm_wday=3, tm_yday=277, tm_isdst=0)",Marcus Mergulhao,Marcus Mergulhao,Marcus Mergulhao,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"India, Vietnam in a fix as crisis-hit Lebanon opt out of Tri-Nation tourney",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"India, Vietnam in a fix as crisis-hit Lebanon opt out of Tri-Nation tourney","<a href=""https://timesofindia.indiatimes.com/city/goa/india-vietnam-in-a-fix-as-crisis-hit-lebanon-opt-out-of-tri-nation-tourney/articleshow/113917857.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917857.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/india-vietnam-in-a-fix-as-crisis-hit-lebanon-opt-out-of-tri-nation-tourney/articleshow/113917857.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917857.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/india-vietnam-in-a-fix-as-crisis-hit-lebanon-opt-out-of-tri-nation-tourney/articleshow/113917857.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917835,imgsize-1411464.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/india-vietnam-in-a-fix-as-crisis-hit-lebanon-opt-out-of-tri-nation-tourney/articleshow/113917857.cms,https://timesofindia.indiatimes.com/city/goa/india-vietnam-in-a-fix-as-crisis-hit-lebanon-opt-out-of-tri-nation-tourney/articleshow/113917857.cms,False,2024-10-04T00:13:17+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=43, tm_sec=17, tm_wday=3, tm_yday=277, tm_isdst=0)",Marcus Mergulhao,Marcus Mergulhao,Marcus Mergulhao,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"Powered by wind & gumption, 2 women naval officers set sail",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"Powered by wind & gumption, 2 women naval officers set sail","<a href=""https://timesofindia.indiatimes.com/city/goa/powered-by-wind-gumption-2-women-naval-officers-set-sail/articleshow/113884933.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113884933.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/powered-by-wind-gumption-2-women-naval-officers-set-sail/articleshow/113884933.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113884933.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/powered-by-wind-gumption-2-women-naval-officers-set-sail/articleshow/113884933.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113884913,imgsize-203030.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/powered-by-wind-gumption-2-women-naval-officers-set-sail/articleshow/113884933.cms,https://timesofindia.indiatimes.com/city/goa/powered-by-wind-gumption-2-women-naval-officers-set-sail/articleshow/113884933.cms,False,2024-10-03T00:17:59+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=2, tm_hour=18, tm_min=47, tm_sec=59, tm_wday=2, tm_yday=276, tm_isdst=0)",Newton Sequeira,Newton Sequeira,Newton Sequeira,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
"At 4,400mm, state sets record, gets highest monsoon rainfall in 124 yrs",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"At 4,400mm, state sets record, gets highest monsoon rainfall in 124 yrs","<a href=""https://timesofindia.indiatimes.com/city/goa/at-4400mm-state-sets-record-gets-highest-monsoon-rainfall-in-124-yrs/articleshow/113884872.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113884872.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,"<a href=""https://timesofindia.indiatimes.com/city/goa/at-4400mm-state-sets-record-gets-highest-monsoon-rainfall-in-124-yrs/articleshow/113884872.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113884872.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/goa/at-4400mm-state-sets-record-gets-highest-monsoon-rainfall-in-124-yrs/articleshow/113884872.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113884870,imgsize-43912.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/at-4400mm-state-sets-record-gets-highest-monsoon-rainfall-in-124-yrs/articleshow/113884872.cms,https://timesofindia.indiatimes.com/city/goa/at-4400mm-state-sets-record-gets-highest-monsoon-rainfall-in-124-yrs/articleshow/113884872.cms,False,2024-10-03T00:12:39+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=2, tm_hour=18, tm_min=42, tm_sec=39, tm_wday=2, tm_yday=276, tm_isdst=0)",Nida Sayed,Nida Sayed,Nida Sayed,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
Goan choir set to give Lorna classic 100-voice verve in Mum tomorrow,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Goan choir set to give Lorna classic 100-voice verve in Mum tomorrow,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/goa/goan-choir-set-to-give-lorna-classic-100-voice-verve-in-mum-tomorrow/articleshow/113884854.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113884854,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/goa/goan-choir-set-to-give-lorna-classic-100-voice-verve-in-mum-tomorrow/articleshow/113884854.cms,https://timesofindia.indiatimes.com/city/goa/goan-choir-set-to-give-lorna-classic-100-voice-verve-in-mum-tomorrow/articleshow/113884854.cms,False,2024-10-03T00:09:59+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=2, tm_hour=18, tm_min=39, tm_sec=59, tm_wday=2, tm_yday=276, tm_isdst=0)",Nida Sayed,Nida Sayed,Nida Sayed,https://timesofindia.indiatimes.com/rssfeeds/3012535.cms,Times of India,Goa,,,,2024-10-04 11:17:14
Security lapse: HC orders probe of Amritsar incident by Haryana cadre IPS officer,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Security lapse: HC orders probe of Amritsar incident by Haryana cadre IPS officer,"<a href=""https://timesofindia.indiatimes.com/city/chandigarh/security-lapse-hc-orders-probe-of-amritsar-incident-by-haryana-cadre-ips-officer/articleshow/113939151.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113939151.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>The Punjab and Haryana High Court has appointed IPS officer Manisha Chaudhary to investigate the suicide incident outside the Golden Temple involving an ASI's pistol. Chaudhary, currently AIG in Haryana police, will conduct a fair and impartial probe, submitting weekly reports. The court clarified its earlier comments on Punjab police's security lapse.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,"<a href=""https://timesofindia.indiatimes.com/city/chandigarh/security-lapse-hc-orders-probe-of-amritsar-incident-by-haryana-cadre-ips-officer/articleshow/113939151.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113939151.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>The Punjab and Haryana High Court has appointed IPS officer Manisha Chaudhary to investigate the suicide incident outside the Golden Temple involving an ASI's pistol. Chaudhary, currently AIG in Haryana police, will conduct a fair and impartial probe, submitting weekly reports. The court clarified its earlier comments on Punjab police's security lapse.",alternate,text/html,https://timesofindia.indiatimes.com/city/chandigarh/security-lapse-hc-orders-probe-of-amritsar-incident-by-haryana-cadre-ips-officer/articleshow/113939151.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113939481,imgsize-20380.cms",enclosure,https://timesofindia.indiatimes.com/city/chandigarh/security-lapse-hc-orders-probe-of-amritsar-incident-by-haryana-cadre-ips-officer/articleshow/113939151.cms,https://timesofindia.indiatimes.com/city/chandigarh/security-lapse-hc-orders-probe-of-amritsar-incident-by-haryana-cadre-ips-officer/articleshow/113939151.cms,False,2024-10-04T16:36:39+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=11, tm_min=6, tm_sec=39, tm_wday=4, tm_yday=278, tm_isdst=0)",Ajay Sura,Ajay Sura,Ajay Sura,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Times of India,Chandigarh,,,,2024-10-04 11:17:14
"Kolkata, Punjab, Delhi and Mumbai: ED conducts raids in 'high-profile' chit fund scam probe",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,"Kolkata, Punjab, Delhi and Mumbai: ED conducts raids in 'high-profile' chit fund scam probe","<a href=""https://timesofindia.indiatimes.com/city/chandigarh/kolkata-punjab-delhi-and-mumbai-ed-conducts-raids-in-high-profile-chit-fund-scam-probe/articleshow/113931893.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113931893.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>The Enforcement Directorate launched extensive raids across Kolkata, Punjab, Delhi, and Mumbai on Friday morning in connection with a chit fund scam. The case involves money laundering allegations where a chit fund company allegedly failed to repay investors and misappropriated funds.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,"<a href=""https://timesofindia.indiatimes.com/city/chandigarh/kolkata-punjab-delhi-and-mumbai-ed-conducts-raids-in-high-profile-chit-fund-scam-probe/articleshow/113931893.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113931893.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>The Enforcement Directorate launched extensive raids across Kolkata, Punjab, Delhi, and Mumbai on Friday morning in connection with a chit fund scam. The case involves money laundering allegations where a chit fund company allegedly failed to repay investors and misappropriated funds.",alternate,text/html,https://timesofindia.indiatimes.com/city/chandigarh/kolkata-punjab-delhi-and-mumbai-ed-conducts-raids-in-high-profile-chit-fund-scam-probe/articleshow/113931893.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113931527,imgsize-496086.cms",enclosure,https://timesofindia.indiatimes.com/city/chandigarh/kolkata-punjab-delhi-and-mumbai-ed-conducts-raids-in-high-profile-chit-fund-scam-probe/articleshow/113931893.cms,https://timesofindia.indiatimes.com/city/chandigarh/kolkata-punjab-delhi-and-mumbai-ed-conducts-raids-in-high-profile-chit-fund-scam-probe/articleshow/113931893.cms,False,2024-10-04T13:01:12+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=7, tm_min=31, tm_sec=12, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Times of India,Chandigarh,,,,2024-10-04 11:17:14
Seechewal’s 5th unanimous election,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Seechewal’s 5th unanimous election,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chandigarh/buta-singh-unanimously-elected-as-sarpanch-in-seechewals-historic-5th-term/articleshow/113920700.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113920700,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chandigarh/buta-singh-unanimously-elected-as-sarpanch-in-seechewals-historic-5th-term/articleshow/113920700.cms,https://timesofindia.indiatimes.com/city/chandigarh/buta-singh-unanimously-elected-as-sarpanch-in-seechewals-historic-5th-term/articleshow/113920700.cms,False,2024-10-04T04:30:58+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=23, tm_min=0, tm_sec=58, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Times of India,Chandigarh,,,,2024-10-04 11:17:14
Mansa Devi sees major rush on Day 1 of Navratra,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Mansa Devi sees major rush on Day 1 of Navratra,"<a href=""https://timesofindia.indiatimes.com/city/chandigarh/massive-turnout-of-devotees-at-mata-mansa-devi-temple-on-navratri-day-1/articleshow/113920670.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113920670.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,"<a href=""https://timesofindia.indiatimes.com/city/chandigarh/massive-turnout-of-devotees-at-mata-mansa-devi-temple-on-navratri-day-1/articleshow/113920670.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113920670.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/chandigarh/massive-turnout-of-devotees-at-mata-mansa-devi-temple-on-navratri-day-1/articleshow/113920670.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113920667,imgsize-64962.cms",enclosure,https://timesofindia.indiatimes.com/city/chandigarh/massive-turnout-of-devotees-at-mata-mansa-devi-temple-on-navratri-day-1/articleshow/113920670.cms,https://timesofindia.indiatimes.com/city/chandigarh/massive-turnout-of-devotees-at-mata-mansa-devi-temple-on-navratri-day-1/articleshow/113920670.cms,False,2024-10-04T04:30:15+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=23, tm_min=0, tm_sec=15, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Times of India,Chandigarh,,,,2024-10-04 11:17:14
Done with work to select teachers for Finland: Bains,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Done with work to select teachers for Finland: Bains,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chandigarh/punjab-government-completes-selection-of-72-teachers-for-training-in-finland/articleshow/113920635.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113920635,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chandigarh/punjab-government-completes-selection-of-72-teachers-for-training-in-finland/articleshow/113920635.cms,https://timesofindia.indiatimes.com/city/chandigarh/punjab-government-completes-selection-of-72-teachers-for-training-in-finland/articleshow/113920635.cms,False,2024-10-04T04:29:15+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=22, tm_min=59, tm_sec=15, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,Times of India,Chandigarh,,,,2024-10-04 11:17:14
